"Comment ID","Reply to Which Comment","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7605997636915397397""","=""7601328604127494919""","=""7399627595760878600""","kattyperriiiii","kattyperriiiii","karna gambar edit","12/2/2026, 22.15.36","0","No","","","https://www.tiktok.com/@kattyperriiiii"
"=""7604852781825884946""","=""7601328604127494919""","=""6798760879464252418""","iyahajja","@R_013..yach","ntr klo dah nikah lg trus tdk sesuai exptasi bru krasa nyeselnya😭","9/2/2026, 20.12.57","0","No","","","https://www.tiktok.com/@iyahajja"
"=""7604368654076740368""","=""7601328604127494919""","=""6572790173145710594""","tesaawae","🌳waa🍯","nahh iyakan, plenger ni org","8/2/2026, 12.54.20","0","No","","","https://www.tiktok.com/@tesaawae"
"=""7604326864173630229""","=""7601328604127494919""","=""7031863720331445249""","ddippsyy__","dipsyyy🤚🏻","org ky jule nih besok ngomong a, besok nya lagi ngomong b, jadi ga jls ga sesuai sm omongan nya","8/2/2026, 10.12.11","0","No","","","https://www.tiktok.com/@ddippsyy__"
"=""7603702367175705362""","=""7601328604127494919""","=""6868208964540449794""","vviiiiiiiiiiiiiiii","Indomi goreng","Lupa dia 🤣","6/2/2026, 17.48.46","0","No","","","https://www.tiktok.com/@vviiiiiiiiiiiiiiii"
"=""7603011788293243655""","=""7601328604127494919""","=""7244312867602908165""","iiaayyoo","ia","aku diselingkuhin, disakitin berkali kali tapi aku tetep bilang dia baik bgt kak","4/2/2026, 21.08.56","0","No","","","https://www.tiktok.com/@iiaayyoo"
"=""7602569478774424340""","=""7601328604127494919""","=""7317524968190624786""","anaktalonbaikhati","kiwii","serba salah anjirr","3/2/2026, 16.32.43","0","No","","","https://www.tiktok.com/@anaktalonbaikhati"
"=""7602467488597672712""","=""7601328604127494919""","=""115932741463957504""","yuniar.rusheng13","Sayang🍂","lupa kali dia. soalnya gg sesuai skenarionya🤣","3/2/2026, 09.56.53","0","No","","","https://www.tiktok.com/@yuniar.rusheng13"
"=""7602136466471764737""","=""7601328604127494919""","=""7566464967155713040""","tatanita_aa","tata","@kikiyy🦋 @ditya @Lollipop🍓💓💐","2/2/2026, 12.32.21","1","No","","","https://www.tiktok.com/@tatanita_aa"
"=""7602139756692226834""","=""7601328604127494919""","=""6964052229175149569""","eerin337","Lollipop🍓💓💐","Cantik sih tpi..😭","2/2/2026, 12.45.03","0","No","","","https://www.tiktok.com/@eerin337"
"=""7602102374219760385""","=""7601328604127494919""","=""7169635986657608706""","yuniyulits","yuniyulits","tukang selingkuh emang gitu kak suka lupa sama omongannya sendiri soalnya ngarang","2/2/2026, 10.20.00","0","No","","","https://www.tiktok.com/@yuniyulits"
"=""7602098103214654209""","=""7601328604127494919""","=""80269440394608640""","mimauyi","heLLomima🍃","biasa blunder","2/2/2026, 10.03.25","0","No","","","https://www.tiktok.com/@mimauyi"
"=""7601635541181088533""","=""7601328604127494919""","=""117234147449856000""","dindaputri1410","Dinda dwi putri","Labil kak","1/2/2026, 04.08.39","0","No","","","https://www.tiktok.com/@dindaputri1410"
"=""7601547446913991445""","=""7601328604127494919""","=""6914650994828346369""","qisss531","qisss531","Haha😂","31/1/2026, 22.26.36","0","No","","","https://www.tiktok.com/@qisss531"
"=""7604233046435775239""","=""7601328604127494919""","=""7592901533877552135""","rikafirda4","RikaFirda","emang siapa yg gak mau nampar jule dia JD peternak burung kan. Sebelum ketahuan yaiyalah baik daehoon ini, dah ketahuan siapa yg gak marah😂Nemu kursi juga dilempar liat kelakuan istri bgtu😂😂","8/2/2026, 04.08.20","0","No","","","https://www.tiktok.com/@rikafirda4"
"=""7602469345595982610""","=""7601328604127494919""","=""6958026126946845697""","daboriba9","noe","plenger abis diaa😭","3/2/2026, 10.04.02","0","No","","","https://www.tiktok.com/@daboriba9"
"=""7600001879859446535""","","=""6868899451110900737""","diandragustiani","Diandra","jule sumpah lu cakep pake hijab leeeee","27/1/2026, 18.29.01","10525","No","54","No","https://www.tiktok.com/@diandragustiani"
"=""7600359280620946196""","=""7600001879859446535""","=""6818894907651867649""","mutiaranurlsh","Yayay","Engga, itu karna auranya udah gelap aja jadinya keliatan jele 🥰","28/1/2026, 17.35.51","683","No","","","https://www.tiktok.com/@mutiaranurlsh"
"=""7600020329671295765""","=""7600001879859446535""","=""6886683237776475138""","ig.rizqha_widya","Rizqha widya","iya lagi😫","27/1/2026, 19.40.36","40","No","","","https://www.tiktok.com/@ig.rizqha_widya"
"=""7600215523080684306""","=""7600001879859446535""","=""7193330653310927874""","shidezii","dsaf","i agree","28/1/2026, 08.18.14","6","No","","","https://www.tiktok.com/@shidezii"
"=""7600246358658286343""","=""7600001879859446535""","=""6538726406591086593""","strawberrychoco_10","Hellonov","bnr yaa","28/1/2026, 10.17.45","5","No","","","https://www.tiktok.com/@strawberrychoco_10"
"=""7601091406891123476""","=""7600001879859446535""","=""7318960796754805765""","delicious_pratama","Risa","di sini jd keliatan tua gitu ga kyak pas pake hijab","30/1/2026, 16.56.55","4","No","","","https://www.tiktok.com/@delicious_pratama"
"=""7600179767506649877""","=""7600001879859446535""","=""6709865869881656321""","chanhaian","Ezzam🐣🇹🇼","Bener banget nget nget ngot ngot","28/1/2026, 05.59.44","3","No","","","https://www.tiktok.com/@chanhaian"
"=""7634951526796772104""","=""7600001879859446535""","=""6763050944207012866""","firman000","Im.successful","GK usah d puji","1/5/2026, 22.51.26","2","No","","","https://www.tiktok.com/@firman000"
"=""7600632592246227720""","=""7600001879859446535""","=""6814078713933235201""","ann.bsky","ann.bsky","aku juga merasa begitu ka","29/1/2026, 11.16.32","2","No","","","https://www.tiktok.com/@ann.bsky"
"=""7600482920105837333""","=""7600001879859446535""","=""7598814599166034964""","bahlill05","bahlill","udah jadi barges","29/1/2026, 01.35.45","2","No","","","https://www.tiktok.com/@bahlill05"
"=""7619931445058323207""","=""7600001879859446535""","=""7326460467253036050""","wooyoung_san","jie hwaa zua","dengan bangga nya, istri yg selingkuh itu dtg ke podcast sm selingkuhanya, dandan cantik, lepas hijab tnpa rasa bersalah udh nyakitin hati ke 3 anak nya seumur hidup, apalah arti fisik klo nurani dan malu ny sudah hilang pdhl yg terpenting dr wnita adlah hrga diri, perilaku dn adab","22/3/2026, 11.25.53","1","No","","","https://www.tiktok.com/@wooyoung_san"
"=""7614914016997294869""","=""7600001879859446535""","=""7000595870992368666""","naneyyyy14","tsatsa","iyah benrrr auranya juga beda","8/3/2026, 22.55.39","1","No","","","https://www.tiktok.com/@naneyyyy14"
"=""7603575005319299856""","=""7600001879859446535""","=""7176189398529147906""","hw_heldaaa","Heldaaa✨","Benerr kak, aku aja suka bgt pas liat dia pake hijab 🥹","6/2/2026, 09.34.51","1","No","","","https://www.tiktok.com/@hw_heldaaa"
"=""7603021909055570708""","=""7600001879859446535""","=""7120077754134414337""","jandaanaksatuyesss","Esti Hastuti","dikafanin jg cakep KA","4/2/2026, 21.48.14","1","No","","","https://www.tiktok.com/@jandaanaksatuyesss"
"=""7603023837652091666""","=""7600001879859446535""","=""6868899451110900737""","diandragustiani","Diandra","kakkk😭😭😭","4/2/2026, 21.55.43","1","No","","","https://www.tiktok.com/@diandragustiani"
"=""7602873596294267669""","=""7600001879859446535""","=""7139461418303276037""","gt.zra_mln","9itzr_mln","Lepas hijab kek jamett","4/2/2026, 12.12.50","1","No","","","https://www.tiktok.com/@gt.zra_mln"
"=""7600206119578895125""","=""7600001879859446535""","=""6655336135575420929""","alimun868","𝕂𝕠𝕟𝕔𝕠 𝔻𝕖𝕎𝕖","bener tp sekarang doyan selingkuh,, jadi aslinya keluar,","28/1/2026, 07.41.42","1","No","","","https://www.tiktok.com/@alimun868"
"=""7638631460035805960""","=""7600001879859446535""","=""7341994866237359109""","desti7188","fens yuka🎀🫶","heh lo nggak usah gitu lo nggak usah ikut ikut","11/5/2026, 20.51.29","0","No","","","https://www.tiktok.com/@desti7188"
"=""7636235125391229716""","=""7600001879859446535""","=""7236768182991455238""","sisda.paulina.tar","Sisda Paulina Tarigan","najisss","5/5/2026, 09.52.41","0","No","","","https://www.tiktok.com/@sisda.paulina.tar"
"=""7635988437489386247""","=""7600001879859446535""","=""6915117139389252609""","lastsmilelost25","🔒","udah gelap jdi gk cakep...bosan🤣","4/5/2026, 17.55.14","0","No","","","https://www.tiktok.com/@lastsmilelost25"
"=""7635182635686740754""","=""7600001879859446535""","=""7061133044522746881""","ridhaaara","ridhaa","hijabnya ga mau kak klo dia yg pake😅","2/5/2026, 13.48.23","0","No","","","https://www.tiktok.com/@ridhaaara"
"=""7634710511296807698""","=""7600001879859446535""","=""6772092875347117057""","la4zyy_","303","kesini makin² gblg dia mah , dikira jokes anaknya itu lucu","1/5/2026, 07.16.21","0","No","","","https://www.tiktok.com/@la4zyy_"
"=""7634330730369401621""","=""7600001879859446535""","=""7441762895586132999""","xbratzx3","Cha","gk cakep biasa aja. bnyak yg lebih cakep","30/4/2026, 06.42.51","0","No","","","https://www.tiktok.com/@xbratzx3"
"=""7629569334779757333""","=""7600001879859446535""","=""6804815813859820545""","rennyvnnd","Renny Vnnd","ga ah muka nya biasa aj","17/4/2026, 10.45.51","0","No","","","https://www.tiktok.com/@rennyvnnd"
"=""7628600851854131986""","=""7600001879859446535""","=""6527797206342434817""","herlixz","Herlix👑👑","jlek b aja. ckep apnyqa","14/4/2026, 20.07.33","0","No","","","https://www.tiktok.com/@herlixz"
"=""7627901767388955409""","=""7600001879859446535""","=""6927509847588570114""","ririe0580","Ririe","benerrr..buka hijab kliatan LIAR jd nya","12/4/2026, 22.54.49","0","No","","","https://www.tiktok.com/@ririe0580"
"=""7623067118154040084""","=""7600001879859446535""","=""6959010576832496646""","pittyluv12","Pitty_Luv🌻","bner kok pas buka hijab ke ada yg beda wjahnya he","30/3/2026, 22.13.54","0","No","","","https://www.tiktok.com/@pittyluv12"
"=""7609862477950993168""","=""7600001879859446535""","=""7235226135951361026""","nurjishop","Nurji","kan","23/2/2026, 08.13.13","0","No","","","https://www.tiktok.com/@nurjishop"
"=""7608390793066513173""","=""7600001879859446535""","=""7493740801048052742""","vvndye","cupcake","berhijab dari hati","19/2/2026, 09.02.21","0","No","","","https://www.tiktok.com/@vvndye"
"=""7603686918911492884""","=""7600001879859446535""","=""7274592441785140231""","lukatakberdarah785","mawar berduri","iya bener cantik berhijab","6/2/2026, 16.48.47","0","No","","","https://www.tiktok.com/@lukatakberdarah785"
"=""7603658572983157522""","=""7600001879859446535""","=""7095402544561849370""","starrrrr12333","Moonlight","Iyalagii dia lebih cocok klo pake kerudung klo gini malah kyk mba” biasa😭😭","6/2/2026, 14.58.48","0","No","","","https://www.tiktok.com/@starrrrr12333"
"=""7603605070994883349""","=""7600001879859446535""","=""6883220224994083842""","yunani878","Asmy. jd","hooh","6/2/2026, 11.31.12","0","No","","","https://www.tiktok.com/@yunani878"
"=""7603369668661265153""","=""7600001879859446535""","=""7351229769269429254""","dwiandriaa","dwiandriaa","Bener, jujurly pas pakai hijab tu cantik banget. Lepas hijab malah jadi kaya jamet😭","5/2/2026, 20.17.46","0","No","","","https://www.tiktok.com/@dwiandriaa"
"=""7603076139137336084""","=""7600001879859446535""","=""7563610349233898504""","howmebody","Hello world!","iya pas pake jilbab auranya keluar feminine bgt","5/2/2026, 01.18.44","0","No","","","https://www.tiktok.com/@howmebody"
"=""7602874620160967425""","=""7600001879859446535""","=""7426718653590094854""","99iamsagi","Masmas Jowo.","klo gk make malah jadi LoendTeNye🤣","4/2/2026, 12.16.40","0","No","","","https://www.tiktok.com/@99iamsagi"
"=""7602833311051825936""","=""7600001879859446535""","=""7274278518107472902""","sari.aning.wijaya","Sari Aning Wijayanti1234","iyaa asli","4/2/2026, 09.36.21","0","No","","","https://www.tiktok.com/@sari.aning.wijaya"
"=""7602639830980657940""","=""7600001879859446535""","=""7055657723774927873""","yuliana.safitri01","YULIANA SAFITRI 🤝","Kalok gak pakek kayak b aja ya muka dia , beda aura kalok pakek jilbab","3/2/2026, 21.05.38","0","No","","","https://www.tiktok.com/@yuliana.safitri01"
"=""7602561877877736212""","=""7600001879859446535""","=""6956852604857861125""","minnie_pooh","Lia","iya koq skrg beda ya","3/2/2026, 16.03.12","0","No","","","https://www.tiktok.com/@minnie_pooh"
"=""7602490682263749394""","=""7600001879859446535""","=""7077962502386123778""","pess1manud1n","Pessssss","gaada cakep2nya pake hijab gapake hijab pun 🗿","3/2/2026, 11.26.51","0","No","","","https://www.tiktok.com/@pess1manud1n"
"=""7602263010691613458""","=""7600001879859446535""","=""6977329226324935682""","lvy.homee","Lvy.homee","Iya kok bisa beda jauh gitu ya🥺","2/2/2026, 20.43.21","0","No","","","https://www.tiktok.com/@lvy.homee"
"=""7602225496646959880""","=""7600001879859446535""","=""7448594760660845569""","smalltcauue","brian","makanyaaa 🤣🤣🤣 pede bgt die","2/2/2026, 18.17.48","0","No","","","https://www.tiktok.com/@smalltcauue"
"=""7602217264603726612""","=""7600001879859446535""","=""6796509712798499841""","inxfft","𝑰𝒏𝒅𝒂𝒉˚˖𓍢","rambutnya kek lepek terus gitu","2/2/2026, 17.45.49","0","No","","","https://www.tiktok.com/@inxfft"
"=""7602125997559612168""","=""7600001879859446535""","=""7382619425416020998""","userrr062512","️","asli ga pake hijab kepalnya kecil yah","2/2/2026, 11.51.45","0","No","","","https://www.tiktok.com/@userrr062512"
"=""7602099995462255381""","=""7600001879859446535""","=""6547056239565029377""","incee_88","nia✨️","gak ada cakep"" nya, lama"" di liatin kya ableh","2/2/2026, 10.10.49","0","No","","","https://www.tiktok.com/@incee_88"
"=""7601848345569755925""","=""7600001879859446535""","=""7202355927663789058""","panny.mulyadi","Panny Mulyadi","bener...mukanya lebar bgt klo dilepas jilbabnya","1/2/2026, 17.54.18","0","No","","","https://www.tiktok.com/@panny.mulyadi"
"=""7601447409356604161""","=""7600001879859446535""","=""7346424132009280518""","ksihfnsti","ksih_fnastii","geli bnget ada ya manusia begini ,udah tertutup tbtb selingkuh buka hijab lebih rendah dari lonte njis","31/1/2026, 15.58.29","0","No","","","https://www.tiktok.com/@ksihfnsti"
"=""7601317434536674068""","=""7600001879859446535""","=""6978385375799297026""","superanomali393","Darksistemツ","Yaa itu mksud sy , Terkadang jilbab hny utk menutup kejelekan dr bentuk wajah bukan krn tuntutan ajaran Islam. 😅😅😅","31/1/2026, 07.34.12","1","No","","","https://www.tiktok.com/@superanomali393"
"=""7601354958545683207""","=""7600001879859446535""","=""6868899451110900737""","diandragustiani","Diandra","kak😭😭","31/1/2026, 09.59.39","0","No","","","https://www.tiktok.com/@diandragustiani"
"=""7601321457290134293""","=""7600001879859446535""","=""6624361140154728450""","anadwibinuri","anadbnr","iya cantikan pake hijab, auranya keluar, kalau sekarang aur..","31/1/2026, 07.49.48","0","No","","","https://www.tiktok.com/@anadwibinuri"
"=""7601311157404648212""","=""7600001879859446535""","=""7531071467074765825""","tsetiyowati_asli","iso masak ✔️","baru mau ngetik ""jelek, cantikan pake hijab""","31/1/2026, 07.09.59","0","No","","","https://www.tiktok.com/@tsetiyowati_asli"
"=""7601293768911209232""","=""7600001879859446535""","=""7560033307863843848""","namanya.kiki7","NAMANYA KIKI🎀","bener ka","31/1/2026, 06.02.24","0","No","","","https://www.tiktok.com/@namanya.kiki7"
"=""7601115772811510536""","=""7600001879859446535""","=""6950162895414428673""","ahmadfauzi94010","Ahmad fauzi","lebih baik gitu ga cocok takut gitu lagi kelakuan nya mungkin dia juga malu","30/1/2026, 18.31.28","0","No","","","https://www.tiktok.com/@ahmadfauzi94010"
"=""7602098046700258065""","=""7600001879859446535""","=""80269440394608640""","mimauyi","heLLomima🍃","auranya ikang","2/2/2026, 10.03.10","0","No","","","https://www.tiktok.com/@mimauyi"
"=""7601491048778547988""","=""7600001879859446535""","=""6958597960734573573""","ndaahusain__","🦋","leeelee","31/1/2026, 18.47.42","0","No","","","https://www.tiktok.com/@ndaahusain__"
"=""7625301584667689735""","=""7600001879859446535""","=""6867106963853247493""","flowerrrs05","piscess","😳","5/4/2026, 22.44.45","0","No","","","https://www.tiktok.com/@flowerrrs05"
"=""7625301432560878354""","=""7600001879859446535""","=""6867106963853247493""","flowerrrs05","piscess","😭","5/4/2026, 22.44.10","0","No","","","https://www.tiktok.com/@flowerrrs05"
"=""7611710739082691348""","=""7600001879859446535""","=""7060566763305485314""","liveneverflatt","bang jago","😂😂😂","28/2/2026, 07.45.29","0","No","","","https://www.tiktok.com/@liveneverflatt"
"=""7601272866725692167""","","=""6946995527390053377""","donjarot19","DON JAROT","piala bergilir","31/1/2026, 04.41.06","3449","No","5","No","https://www.tiktok.com/@donjarot19"
"=""7601305383395558164""","=""7601272866725692167""","=""6788362087389201410""","mallagumilar92","Mirzagumilar92","abis podcast jga gak tau nih🤣","31/1/2026, 06.47.32","22","No","","","https://www.tiktok.com/@mallagumilar92"
"=""7627496668708274965""","=""7601272866725692167""","=""7617749362991154197""","user.notfound3166","Indra Tanjung","giliran gw habis vobcas🤣","11/4/2026, 20.42.53","2","No","","","https://www.tiktok.com/@user.notfound3166"
"=""7634169785467568917""","=""7601272866725692167""","=""7042232160611140610""","marinduuu","Marinduuu","Fefek bergilir kak","29/4/2026, 20.18.04","2","No","","","https://www.tiktok.com/@marinduuu"
"=""7601288940372968212""","=""7601272866725692167""","=""6684208595679069185""","acaanisaaa_","acaanisa_","😳","31/1/2026, 05.43.42","2","No","","","https://www.tiktok.com/@acaanisaaa_"
"=""7602693680143581960""","=""7601272866725692167""","=""6989264910735885314""","izuhair_ng","Izuhair","🤣","4/2/2026, 00.34.35","1","No","","","https://www.tiktok.com/@izuhair_ng"
"=""7642937871657517845""","","=""7604396078482670613""","nurissafwah","🌷Safwah_Encoer🌷","ko jadi kesin sana jule😭🙏","23/5/2026, 11.22.46","1","No","0","No","https://www.tiktok.com/@nurissafwah"
"=""7600271528337261332""","","=""7117295884875138075""","knrdo_","murid tuhan yesus","RUJUK PLIS","28/1/2026, 11.55.23","837","No","16","No","https://www.tiktok.com/@knrdo_"
"=""7600271559063814933""","=""7600271528337261332""","=""7117295884875138075""","knrdo_","murid tuhan yesus","ke RSJ","28/1/2026, 11.55.30","2300","No","","","https://www.tiktok.com/@knrdo_"
"=""7601106074921517845""","=""7600271528337261332""","=""6784808247242687490""","user684365114","langit","rujuk ke poli jiwa dan poli kulit dan kelamin soalnya fefe nya di kangkangin sana sini","30/1/2026, 17.53.48","28","No","","","https://www.tiktok.com/@user684365114"
"=""7600577903949546248""","=""7600271528337261332""","=""7178383539216925698""","ellaluna509","@Makpolda'Allienatea🥷🐉","rujuk sma cwe yg udh di ulek² fefek nya ma cwo lain gt ? gmn klo th cwe nya bwa virus pnykit","29/1/2026, 07.44.41","12","No","","","https://www.tiktok.com/@ellaluna509"
"=""7600326693895635733""","=""7600271528337261332""","=""7365524367906440209""","user3811252446962","user3811252446962","rumah sakit hjiwa","28/1/2026, 15.29.32","8","No","","","https://www.tiktok.com/@user3811252446962"
"=""7636235249366909716""","=""7600271528337261332""","=""7236768182991455238""","sisda.paulina.tar","Sisda Paulina Tarigan","amit""","5/5/2026, 09.53.20","0","No","","","https://www.tiktok.com/@sisda.paulina.tar"
"=""7635342096946725633""","=""7600271528337261332""","=""6614894137878806530""","matahari_la","Sendyafriska4","Jijik kali","3/5/2026, 00.07.37","0","No","","","https://www.tiktok.com/@matahari_la"
"=""7634501895620772629""","=""7600271528337261332""","=""7222591538462442497""","minnakr25","minnakr25","lol","30/4/2026, 17.46.45","0","No","","","https://www.tiktok.com/@minnakr25"
"=""7634130721540080402""","=""7600271528337261332""","=""7326076015067268097""","milda4701","eleme","muhn","29/4/2026, 17.46.22","0","No","","","https://www.tiktok.com/@milda4701"
"=""7602150860617302792""","=""7600271528337261332""","=""6924040832106595329""","yhunieemmily_","yhunieemmily_","NAJIS","2/2/2026, 13.28.08","0","No","","","https://www.tiktok.com/@yhunieemmily_"
"=""7602100747287331605""","=""7600271528337261332""","=""6547056239565029377""","incee_88","nia✨️","ngapain fefek bebekasan pisang"" ndurjana, Allah sdh menjauhkan daehon dari wanita doyan selingkyuh","2/2/2026, 10.13.45","0","No","","","https://www.tiktok.com/@incee_88"
"=""7602098187797316353""","=""7600271528337261332""","=""80269440394608640""","mimauyi","heLLomima🍃","gk ikhlas","2/2/2026, 10.03.47","0","No","","","https://www.tiktok.com/@mimauyi"
"=""7601402521345934096""","=""7600271528337261332""","=""7148778978978612250""","coklattanahliat","coklattanahliat","piala bergilir","31/1/2026, 13.04.23","0","No","","","https://www.tiktok.com/@coklattanahliat"
"=""7600276499014370049""","=""7600271528337261332""","=""6505804852193607691""","schwaarheid_","dokkodokkk","bangg😭🤣","28/1/2026, 12.14.43","2","No","","","https://www.tiktok.com/@schwaarheid_"
"=""7600308017704387349""","=""7600271528337261332""","=""6767368242286806018""","rsjiwa78","RUMAH SAKIT JIWA","ready","28/1/2026, 14.17.05","0","No","","","https://www.tiktok.com/@rsjiwa78"
"=""7600309072050619157""","=""7600271528337261332""","=""7117295884875138075""","knrdo_","murid tuhan yesus","angkut dok","28/1/2026, 14.21.03","1","No","","","https://www.tiktok.com/@knrdo_"
"=""7603016716751602452""","=""7600271528337261332""","=""7306488398712210438""","gula_madu20","gula_madu","kalo rujuk itu hy akan membuat luka daehon tambah sakit,,karena orang yg sudah berselingkuh tidak menutup kemungkinan kalo ada kesempatan dia akan ngelakuin perselingkuhan LG,selingkuh itu penyakit","4/2/2026, 21.28.09","0","No","","","https://www.tiktok.com/@gula_madu20"
"=""7599988760612307720""","","=""7176248884287538203""","decaangelistaaso_","decaangelistaaso🧕💞","pasti ada sebabnya mengapa iaa sampai jadi begini 🥹","27/1/2026, 17.38.02","608","No","63","No","https://www.tiktok.com/@decaangelistaaso_"
