"Comment ID","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7643054169440568085""","=""7451125089591280645""","callmemely_8","Callmemely_","di tempat aku belom woyyy😭😭 udah 24jam iniiiiii. yaAllah","23/5/2026, 18.57.21","0","No","0","No","https://www.tiktok.com/@callmemely_8"
"=""7643019356014002945""","=""7021337862688834587""","rafiq_455","Afiqqq","Brp ton yg lolos y🥰","23/5/2026, 16.39.07","0","No","0","No","https://www.tiktok.com/@rafiq_455"
"=""7643041397482652436""","=""6925233920368706562""","ddev080","ddev080","Di medan baru idup ini auto nge cas hp 😂","23/5/2026, 18.04.26","0","No","0","No","https://www.tiktok.com/@ddev080"
"=""7643086598263833364""","=""7234712837552702470""","aswita232","pandia💋💋😘","mati lampu udah fyp😅","23/5/2026, 20.59.51","0","No","0","No","https://www.tiktok.com/@aswita232"
"=""7643124439429088021""","=""7320237291263378438""","jkt48pop","🦸‍♂️","sama padang iy juga w","23/5/2026, 23.26.34","0","No","0","No","https://www.tiktok.com/@jkt48pop"
"=""7643078457073599250""","=""7046393236231128065""","rd0680","Rndm🥀","pokoknya pada sibuk lh,lebih tepatnya nyibuk'i diri 😁","23/5/2026, 20.28.06","0","No","0","No","https://www.tiktok.com/@rd0680"
"=""7643064274856674056""","=""7263420391611368453""","pinkiekami","ᴍᴀᴛᴛʜɪᴀꜱ","negara medan🥰","23/5/2026, 19.33.08","0","No","0","No","https://www.tiktok.com/@pinkiekami"
"=""7643082582217196295""","=""7585530877544088596""","asep.salto64","manusia biasa","gw udah hidup","23/5/2026, 20.44.07","0","No","0","No","https://www.tiktok.com/@asep.salto64"
"=""7643107723962352385""","=""7128532226450834458""","rani_ajacok","graciaje","Medan panas kali cooggg jdnyaaaaa😭","23/5/2026, 22.22.01","0","No","0","No","https://www.tiktok.com/@rani_ajacok"
"=""7642904171344184071""","=""7587969978491814919""","cici.twink","Cici twink","tempatku hidup malam tadi jam 10 woy jalan Bilal sampe sekarang masih hidup","23/5/2026, 09.11.51","1","No","0","No","https://www.tiktok.com/@cici.twink"
"=""7643038779763213072""","=""6851049852940616706""","wantiwirora","Wanti Wirora","Emng medan core yg sllu kutunggu2 dimomen apapun 😅","23/5/2026, 17.54.39","0","No","0","No","https://www.tiktok.com/@wantiwirora"
"=""7642923762051990279""","=""7405030066171806725""","93_habibi","leunca_boy","aku ngungsi di bandara😭","23/5/2026, 10.27.48","1","No","0","No","https://www.tiktok.com/@93_habibi"
"=""7643244717799359240""","=""7130534639533376514""","apri_469","Apri vixion⚡🥶","[Stiker] ","24/5/2026, 07.13.27","0","No","0","No","https://www.tiktok.com/@apri_469"
"=""7642917018174227208""","=""6912266241172816902""","mmiii_","mush`27","huahah dh hidup jam 12 tadi malam🤣","23/5/2026, 10.01.46","1","No","0","No","https://www.tiktok.com/@mmiii_"
"=""7643119019122262805""","=""6836184331464033282""","redvelvett227","adek⚡️","ngantri spbu sambil ngadem🙏🏻","23/5/2026, 23.05.39","1","No","0","No","https://www.tiktok.com/@redvelvett227"
"=""7642855756287738645""","=""6799575477646722049""","jalanjalanaja","Jalanan Vibes","Di tempatku jam 11 hidup kok😁","23/5/2026, 06.04.26","3","No","0","No","https://www.tiktok.com/@jalanjalanaja"
"=""7643037338810368769""","=""6922434204320007174""","cahjawagrab0","Cahjawagrab","kacauuuu","23/5/2026, 17.48.37","2","No","0","No","https://www.tiktok.com/@cahjawagrab0"
"=""7642981726872224532""","=""7584343439472772113""","ndaa77742","dedecholic👅","ngantri pom bensin itu di ringroad ga siii","23/5/2026, 14.16.13","1","No","0","No","https://www.tiktok.com/@ndaa77742"
"=""7643068607739527937""","=""6757563287951541249""","melitaajh","Mel","mana hotel” pada penuhhhhh stresssss bgt😭😭😭😭","23/5/2026, 19.49.52","0","No","0","No","https://www.tiktok.com/@melitaajh"
"=""7642949035812782869""","=""6737436350658135041""","agunggg.30","agunggg.30","helvet baru hidup","23/5/2026, 12.06.00","1","No","0","No","https://www.tiktok.com/@agunggg.30"
"=""7643239558796968725""","=""7473534398605313040""","strawbererryy","zaraaa","gegara mati lampu aku ngecas hp di dapur mbg 😭😭😭","24/5/2026, 06.53.42","0","No","0","No","https://www.tiktok.com/@strawbererryy"
"=""7642933285890736903""","=""7199614570112467994""","ruthhhhhh_0","Ruth Sianipar","semalam mati lampu jam 7 malam , skrg baru idup jam 10 pagi 😭, mana hp lobet smua, tidur pun panas²an 😭","23/5/2026, 11.04.53","3","No","0","No","https://www.tiktok.com/@ruthhhhhh_0"
"=""7642880121321751297""","=""7246777824560219143""","nsamlyani","nisa","jaringan gaada:)","23/5/2026, 07.38.52","1","No","0","No","https://www.tiktok.com/@nsamlyani"
"=""7643087944983659285""","=""7262245179024606213""","bryanhalim33","~BL{BEST} 68990","sama ambil charger untuk chas hp","23/5/2026, 21.05.01","1","No","0","No","https://www.tiktok.com/@bryanhalim33"
"=""7643026586854212372""","=""7559865731509126152""","yeniii500","yeniii","baru hidup di tempatku🙂,langsung carger hp+kipas","23/5/2026, 17.06.57","0","No","0","No","https://www.tiktok.com/@yeniii500"
"=""7643058770420040468""","=""7077779665499079681""","bipa.aa","bipa.aa","24jam nih ga nyalaaa 😭😭","23/5/2026, 19.11.51","0","No","0","No","https://www.tiktok.com/@bipa.aa"
"=""7643128670563042069""","=""6560579791351201793""","halimyuda1","Halim Wijaya","baru hidup lagi wee😅","23/5/2026, 23.42.55","0","No","0","No","https://www.tiktok.com/@halimyuda1"
"=""7642936682632217360""","=""7581021231718728705""","permpoon_any","anyeong","omakkk dh dibuat core aja bah 😭😭","23/5/2026, 11.18.33","1","No","0","No","https://www.tiktok.com/@permpoon_any"
"=""7643029824953369351""","=""6962031520362611713""","itsmeazwina","Winaaaa🧀","ada yg tau penyebab mati lampu kenapa wee?","23/5/2026, 17.19.26","0","No","0","No","https://www.tiktok.com/@itsmeazwina"
"=""7643012492214403858""","=""7622414669764396052""","n0tracealyn","N0TraceAlyn💋","numpang ngecas di sekolah😭","23/5/2026, 16.12.10","0","No","0","No","https://www.tiktok.com/@n0tracealyn"
"=""7643320368770646791""","=""6969800581575017474""","kimtrisna","99putri_","warkop full seat 🤣","24/5/2026, 12.06.54","0","No","0","No","https://www.tiktok.com/@kimtrisna"
"=""7643057166001308434""","=""7642906252062409749""","bill.kaulitz9007","bill kaulitz🎸🇩🇪","hahah","23/5/2026, 19.05.28","0","No","0","No","https://www.tiktok.com/@bill.kaulitz9007"
"=""7643066233396232978""","=""6989408826991903745""","jerukperas423","Raa💋","aku tadi antri di galon.. pada bawain lilin😂","23/5/2026, 19.40.42","0","No","0","No","https://www.tiktok.com/@jerukperas423"
"=""7643124674058830612""","=""7222131834119881734""","mas_al09.7","al turnip799","sedang mempertanyakan fungsi gubsu😂","23/5/2026, 23.27.30","0","No","0","No","https://www.tiktok.com/@mas_al09.7"
"=""7643044208322528008""","=""7041749116662170630""","nnynn00_","￴","br hidup plis","23/5/2026, 18.15.19","0","No","0","No","https://www.tiktok.com/@nnynn00_"
"=""7643027705856443144""","=""7146878922876257282""","shiren364","Shiren","numpang cas HP di mbg wkwk😩","23/5/2026, 17.11.12","0","No","0","No","https://www.tiktok.com/@shiren364"
"=""7643015552043107090""","=""7117209910311863297""","donakai5","harga","berapa tonn","23/5/2026, 16.24.04","0","No","0","No","https://www.tiktok.com/@donakai5"
"=""7643082505184838408""","=""7545474463321441287""","fanst232","￴￴￴￴","gila hotel pada penuh","23/5/2026, 20.43.52","0","No","0","No","https://www.tiktok.com/@fanst232"
"=""7643080887265624853""","=""6783648335204746242""","fdillhputri_1501","fadillah putri","sengsara kali bah","23/5/2026, 20.37.34","0","No","0","No","https://www.tiktok.com/@fdillhputri_1501"
"=""7643035376286499602""","=""7016924235273389082""","vellarspesialediton","™Vellar Special Edition™","gimana rasanya panas tanpa AC atau kipas 🗿","23/5/2026, 17.40.57","0","No","0","No","https://www.tiktok.com/@vellarspesialediton"
"=""7643069078617211655""","=""6841136953950536705""","himahhasbi","Himah Hasbi","nice","23/5/2026, 19.51.42","0","No","0","No","https://www.tiktok.com/@himahhasbi"
"=""7642866070005039893""","=""7629501570208564245""","cia.olivia1","ciaaa💢","we masih mati we","23/5/2026, 06.44.17","5","No","0","No","https://www.tiktok.com/@cia.olivia1"
"=""7642925060630348562""","=""7452566397895525382""","xd80072","#💗","Alhamdulillah menang lagi ketua Di ModJP💙","23/5/2026, 10.32.56","2","No","0","No","https://www.tiktok.com/@xd80072"
"=""7642784842693968648""","=""6962797314755494914""","ayuzulastri_","🌸","Kedai ku mendadak rame full ngecas😭😭😭😭","23/5/2026, 01.28.42","1","No","0","No","https://www.tiktok.com/@ayuzulastri_"
"=""7642860432298230545""","=""7042450293338276866""","pongkiiiiiiiiiiiiiii","Mocha 🦁","Uda coba 3 minggu pas di banda, giliran tadi malam blackout di medan, selo ajaa, kayak uda biasa wkwkw","23/5/2026, 06.22.45","1","No","3","No","https://www.tiktok.com/@pongkiiiiiiiiiiiiiii"
"=""7642860168141456148""","=""6813907041427899394""","nurulaini2307","𝗻𝘂𝗿𝘂𝗹🎧","masih mati di tempatku sampe skrg woyyyy 😭","23/5/2026, 06.21.27","1","No","3","No","https://www.tiktok.com/@nurulaini2307"
"=""7642942344815215381""","=""7094578818660484098""","fajarrzqllh","Fajar risqullah","APAPUN CRITANYA. EMANG PLN ITU DIATAS TENTARA,POLISI,PNS,DLL","23/5/2026, 11.40.00","1","No","2","No","https://www.tiktok.com/@fajarrzqllh"
"=""7642885852163539719""","=""6664458727473315841""","candies126","vira","WOIII GATSU BELUM IDUP, UDAH BEKUAH SAKIN PANASNYA WOIIII","23/5/2026, 08.00.55","1","No","1","No","https://www.tiktok.com/@candies126"
"=""7642959138599879431""","=""7484666297407554567""","justminguugurll","minguugurl","gk idop idop tanjung mulia ini🙂","23/5/2026, 12.45.14","1","No","1","No","https://www.tiktok.com/@justminguugurll"
"=""7642957975456236309""","=""6983097332561527809""","icha_7la","GEOYT!!??","medan mati lampu❎️sumatra mati lampu✅️","23/5/2026, 12.40.39","2","No","0","No","https://www.tiktok.com/@icha_7la"
"=""7642887074391016210""","=""6850718851346269185""","papaapyle","papaapyle","aku tim yg bawa cok sambung☝🏻","23/5/2026, 08.05.24","2","No","0","No","https://www.tiktok.com/@papaapyle"
"=""7643087355731788565""","=""7486807103903384583""","allinnatalisimangunsong","AllinNataliSimangunsong","NUMPANG NGECARS HP DI GACOAN 😭😭","23/5/2026, 21.02.42","1","No","0","No","https://www.tiktok.com/@allinnatalisimangunsong"
"=""7643083093427946260""","=""7428633654069576710""","elcsi25","Ecyy.","Riau mati lg😭","23/5/2026, 20.46.24","1","No","0","No","https://www.tiktok.com/@elcsi25"
"=""7643062172427748116""","=""7267776268215567365""","kenn_1404","Kenn𝟮𝟴??Are u okayy","gara""pln koncet ini jdi habis uang ku buat chek in","23/5/2026, 19.25.00","1","No","0","No","https://www.tiktok.com/@kenn_1404"
"=""7643039982113948424""","=""7471052660898169874""","niyaaa_lovejungwon9","niyawww 🎀","MENCIRIM BARU HIDOP WEE😭
NANTI MTI LAGI KATANYAA😭","23/5/2026, 17.58.46","1","No","0","No","https://www.tiktok.com/@niyaaa_lovejungwon9"
"=""7643028810971054849""","=""117445811814146048""","chigemoyuyy","ndyx","Percut sei tuan blom idop idop sampe skrng 🫨🥲","23/5/2026, 17.15.34","1","No","0","No","https://www.tiktok.com/@chigemoyuyy"
"=""7642991666450629383""","=""7096074515730236442""","maljokimlbb","M a L","BAWA COK SAMBUNG ANJ😭😭😭","23/5/2026, 14.51.24","1","No","0","No","https://www.tiktok.com/@maljokimlbb"
"=""7642979840408994578""","=""7561615216733553675""","cymfthznnh_","cyzn","BAWA COK SAMBUNG,asli kalii","23/5/2026, 14.05.27","1","No","0","No","https://www.tiktok.com/@cymfthznnh_"
"=""7642975111193559826""","=""6820234838249292801""","sawturnn_xx","Aulll⁷","di daerahku blm hidup😔","23/5/2026, 13.47.05","1","No","0","No","https://www.tiktok.com/@sawturnn_xx"
"=""7642968459122393863""","=""6721558525925229569""","irayangasli","Martabak keju","Dikisaran jam 12 malem idup, tapi ini baru mati lagi 🙂🔥","23/5/2026, 13.21.13","1","No","0","No","https://www.tiktok.com/@irayangasli"
"=""7642963571235832597""","=""7576879534986494983""","kellaaa2112","butterfly🦋","muak kli jeng ga hidup² udah kek di jaman purba 😭","23/5/2026, 13.02.19","1","No","0","No","https://www.tiktok.com/@kellaaa2112"
"=""7642959893607744263""","=""6958113115591590914""","awulllvyy","awul","gua baru idup lampu ajg","23/5/2026, 12.48.03","1","No","0","No","https://www.tiktok.com/@awulllvyy"
"=""7642937919514182420""","=""7018145667562406914""","tidakpunyanama150","𝐛𝐛𝐲. 𝐛𝐮𝐧𝐠𝐚𝟎_","bilike pake senter manciss","23/5/2026, 11.22.52","1","No","0","No","https://www.tiktok.com/@tidakpunyanama150"
"=""7642918485392114453""","=""6763779202703655938""","gatausiapa1104","Si","malamnyaa berburu lilin dimanaa manaaa,dan Alhamdulillah jam 10 pagi baru hidup 😭😭😭
pas tdi malam tdr nyenyak bersama nyamuk🤣🤣🤣","23/5/2026, 10.07.41","1","No","0","No","https://www.tiktok.com/@gatausiapa1104"
"=""7642897497396904722""","=""6783251614397563905""","rokta20","yantyy","kami bawa 2 coksambung ke tukang bakso yang pake gengset😭😭","23/5/2026, 08.46.04","1","No","0","No","https://www.tiktok.com/@rokta20"
"=""7642878945205879559""","=""7043987465032156161""","ruthkbn","RK","dri tasi malem setiabudi tj.sari sampe sekarang jam 07.33 blom hidup 😭😭😭","23/5/2026, 07.34.13","1","No","0","No","https://www.tiktok.com/@ruthkbn"
"=""7642872020371784466""","=""6814516432396026881""","berkelanayoks","Berkelanayoks","Medan sunggal we masih mati sampe sekarang","23/5/2026, 07.07.09","1","No","0","No","https://www.tiktok.com/@berkelanayoks"
"=""7642767033788859154""","=""230342828743266304""","kaalubis__","Kaa","Capek kali aku nengok orang medan ini 😭","23/5/2026, 00.19.38","1","No","0","No","https://www.tiktok.com/@kaalubis__"
"=""7643308771997287188""","=""7397618538758669317""","dell_sihotang","dell_sihotang","oiii wak.. yok tnggl 26 malam dantop","24/5/2026, 11.26.35","0","No","0","No","https://www.tiktok.com/@dell_sihotang"
"=""7643277591672193812""","=""6772477206679520257""","novaalesha3","Nova Alesha","bah enak kali la orang tu, aku baru mulai belajar nahan berak woy krna ngk da air","24/5/2026, 09.27.00","0","No","0","No","https://www.tiktok.com/@novaalesha3"
"=""7643264300493505301""","=""236538673440137216""","ymierfrietz","piper","SIBUK KALI MEDAN 😭😭😭😭","24/5/2026, 08.29.38","0","No","0","No","https://www.tiktok.com/@ymierfrietz"
"=""7643246796059542280""","=""7090748150114092034""","udangkeju_0","t","tim tidur pake lilin kayak mau ngepet😭","24/5/2026, 07.21.24","0","No","0","No","https://www.tiktok.com/@udangkeju_0"
"=""7643245403521925895""","=""7641472677118706706""","cookiesch37","ꫂ᭪݁𝗔𝝪𝗔𝗥𝗔 𝝛𝗘𝗡𝗔𝗧𝝜𝗔","bapak gua kerja dimalaysia gada +yg pande naik kereta+ kepanasan:💀","24/5/2026, 07.16.14","0","No","0","No","https://www.tiktok.com/@cookiesch37"
"=""7643177004183831317""","=""6833348222254760961""","mlywillm","Mama nya beryl dan winter","di medan jam berapa baru hidup nya kakak kakak
dijambi jam 8 malam udah hidup
tapi paginya mati lagi sampe sore😭","24/5/2026, 02.55.39","0","No","0","No","https://www.tiktok.com/@mlywillm"
"=""7643163030629483285""","=""6619803119415951361""","nurulaida375","nurulaida375","mati lampu yg menyiksa aku, udah punya bocil 2 yg satunya gk tahan sama panas mau tidur tangan olahraga teros pakek kipas buku😭,pak pln tolong ya jangan diulang lagi cukup dikenang aja","24/5/2026, 01.56.26","0","No","0","No","https://www.tiktok.com/@nurulaida375"
"=""7643152439185556244""","=""6785903039195841538""","culis731","Ulis🪷","Bayangkan pnas pnasan aku tdi ngantri spbu 1 jam lebih tiba giliran disuruh nunggu 2 jam. Alhasil keluarlah katakata mutiaraku😭😭 udh panasnya wallahu a’lam😭😭","24/5/2026, 01.15.20","0","No","0","No","https://www.tiktok.com/@culis731"
"=""7643151393448084232""","=""6862876652616811522""","barep28","Mr. barep","kabel rol / extension, Medan : Cok sambung / sambung Cok.. 😂","24/5/2026, 01.11.05","0","No","0","No","https://www.tiktok.com/@barep28"
"=""7643142626863022865""","=""7013928008746861569""","parohonsilalahipintubatu","Pak Osena silalahi","aku semalaman ngipasin 2 bocil ku yg masih balita biar dapat angin plus ga digigitin nyamuk 😭
baru semalam sebegitu berfungsi nya aku sebagai bapak plus suami 😂 lain lah dulu perihal menafkahi yah","24/5/2026, 00.37.25","0","No","0","No","https://www.tiktok.com/@parohonsilalahipintubatu"
"=""7643142398806295303""","=""7643129289034597384""","fireworks6832","fireworks","mati lampu pasang lilin ? 🙅‍♀️Nyarik warkop , cafe, tempat penginapan dsb yg nyala listrik sambil bawa chrger dan cok sambung 😂😂","24/5/2026, 00.36.19","0","No","0","No","https://www.tiktok.com/@fireworks6832"
"=""7643141443728753428""","=""7628470581175960597""","semizu.aube","Semizu Aube","alasan asli bawa Cok sambung sama cekin itu biar bisa cas hp kalok lebih itu bonus 😁😁","24/5/2026, 00.32.44","0","No","0","No","https://www.tiktok.com/@semizu.aube"
"=""7643139222580970247""","=""6911918643056919553""","dellapriscilaa","Cilaaa","matinya kmaren jam 18:46 hidup nya baru tadi jam 23:02, kacauu kaya org suges 1 harian lebih tanpa listrik, air & jaringan😭","24/5/2026, 00.23.53","0","No","0","No","https://www.tiktok.com/@dellapriscilaa"
"=""7643113951434474241""","=""7181432276575667226""","zaa4033","zaa","kaya nya karo sini jarang kena hal² yg sering terjadi di medan bahkan di aceh","23/5/2026, 22.45.56","0","No","0","No","https://www.tiktok.com/@zaa4033"
"=""7643112899049603841""","=""7629239254484796432""","promage90_40","Promage90_40","pdhal depan SNT enak tuh 🗿","23/5/2026, 22.42.06","0","No","0","No","https://www.tiktok.com/@promage90_40"
"=""7643111214348092167""","=""98168167641""","eonnidella","della","pakam mati nya pas magrib tadi magrib juga baru hidup lagi 24jam cok","23/5/2026, 22.35.11","0","No","0","No","https://www.tiktok.com/@eonnidella"
"=""7643110438930793234""","=""7204870009444549634""","__indahgtng","Indahgintingg__","Tadi pagi rame kali orang ngantri berak di spbu, ada yang hampir begadoh pula tadi 😭😂 digedor gedor pintu wc nya","23/5/2026, 22.32.11","0","No","0","No","https://www.tiktok.com/@__indahgtng"
"=""7643108006117655317""","=""78208395185""","ndanatasya","Dindantsy","tempat ku baru hidup jam stgh 9 malam😭 ya Allah dah kek org gilaaaaa","23/5/2026, 22.22.55","0","No","0","No","https://www.tiktok.com/@ndanatasya"
"=""7643107547566768916""","=""6801727351631430658""","purnamalaili915","Nurlaili Hasana ritonga","Karna mati lampu kami sekeluarga tidur di balkon dan di keroyok nyamuk njirrr😂","23/5/2026, 22.21.01","0","No","0","No","https://www.tiktok.com/@purnamalaili915"
"=""7643106646491382546""","=""6961638940075983874""","fall1nyouuu","°❀⋆nal.ೃ࿔*:･","di sei mati ini 24 jam mati we, baru di hidupkannya tadii apa gak mendidih badan awak dah😭","23/5/2026, 22.17.31","0","No","0","No","https://www.tiktok.com/@fall1nyouuu"
"=""7643104327930512149""","=""6711061370446251010""","mersinta94","CallMeUni💅","gua udh ada di titik ini saat bandar lampung tilam😭","23/5/2026, 22.08.34","0","No","0","No","https://www.tiktok.com/@mersinta94"
"=""7643103918063289108""","=""7521713764858332181""","callmecitra_","CITR🅰️","numpang 😭","23/5/2026, 22.07.07","0","No","0","No","https://www.tiktok.com/@callmecitra_"
"=""7643093650574918421""","=""7610093243485242388""","xxyiiiee","lexy","orang medan salah kaprah anjir😭masa baru sore warung udah pada abis 😭, masalahnya mati lampu kok ga nyetok senter malah nyetok makanan 😭😭😭😭","23/5/2026, 21.27.08","0","No","0","No","https://www.tiktok.com/@xxyiiiee"
"=""7643091108436198164""","=""7552240469364392967""","ehleo08","ehleo","[Stiker] ","23/5/2026, 21.17.15","0","No","0","No","https://www.tiktok.com/@ehleo08"
"=""7643090977066861330""","=""7020733279247778818""","_hanasefina04","ꫝꪖડⅈꪖꪀ🫶","udh dblg medan dikasih cobaan malah dicobain. ingat pas banjir??? nah looohh😭","23/5/2026, 21.16.38","0","No","0","No","https://www.tiktok.com/@_hanasefina04"
"=""7643089863969489684""","=""7588506838199534612""","rrrrres12","R","gas demo kalo mati lampu lagi","23/5/2026, 21.12.26","0","No","0","No","https://www.tiktok.com/@rrrrres12"
"=""7643086889667265281""","=""6935647783614350338""","rinarosdianahar2","strawberry milkshake 🍓♌","dimana² org pada Bawak Cok sambung dan nobar ngecas di Alfamart dan indo🤣🤣","23/5/2026, 21.01.06","0","No","0","No","https://www.tiktok.com/@rinarosdianahar2"
"=""7643085344897041170""","=""7043779246771127322""","nxaaaaaaaa4","nxaaaaaaaa4","anjir, mall jam 9 rame mampos pada ngecas hp sambil bawa stopkontak 🤣🤣🤣","23/5/2026, 20.58.10","0","No","0","No","https://www.tiktok.com/@nxaaaaaaaa4"
"=""7643081813548630801""","=""7098544485663278085""","yuzumi_0","『ʏᴜᴜ』_ㄚ𝚞𝚣𝚞ꪔɨ᠂々","nyari yg pake mesin densel + bawa Cok sambung 🗿","23/5/2026, 20.41.24","0","No","0","No","https://www.tiktok.com/@yuzumi_0"
"=""7643080957121626900""","=""6861434194154374145""","megasimangunsong3","Mega Simangunsong","serius nanya, sebagai warga medan yg bentar lg hilang M nya, knp tiap lewat spbu antrian gila2an. ada isu apa lg kali ini??","23/5/2026, 20.37.50","0","No","0","No","https://www.tiktok.com/@megasimangunsong3"
"=""7643080491206116113""","=""7103194980449551362""","ayuidaesti","IdaAyu","Persiapan aja lilin,senter yg dicharger,baterai sama sebelum magrib isi semua air dikamar mandi.Baru 2jam lho udh kayak mau imigrasi😭","23/5/2026, 20.36.15","0","No","0","No","https://www.tiktok.com/@ayuidaesti"
"=""7643079685324899073""","=""6840234142115562498""","just1thingboutme","starlight","medan terlalu op jadi gampang di prank","23/5/2026, 20.33.06","0","No","0","No","https://www.tiktok.com/@just1thingboutme"
"=""7643079642408436500""","=""7497275271180420104""","jeynocry","kiderj00yss","[Stiker] anj untuung ud idup","23/5/2026, 20.32.42","0","No","0","No","https://www.tiktok.com/@jeynocry"
"=""7643079571097043729""","=""6955307402364404742""","ibukeenan__","ibukeenan__","Di brayan baru hidup kami kk, tambah gdak jaringan huuu api api aku matii","23/5/2026, 20.32.24","0","No","0","No","https://www.tiktok.com/@ibukeenan__"
"=""7643075481448940309""","=""6784047369572385794""","rindaseptivella75","rintwins shop","Aku gak tidur2 di buat anak kembarku yg umur 2 tahun . Asli udah panas , gelap , anak nangis terus mental betul2 uji 😭😭😭 dan alhasil dari kipas si anak kembung, masuk angin , demam 🫠","23/5/2026, 20.16.34","0","No","0","No","https://www.tiktok.com/@rindaseptivella75"
"=""7643071176084030224""","=""7302000933143430149""","errydea","dea.","kak ada lagi. orang2 pada berantem karna lampu lalu lintas mati 😭","23/5/2026, 20.00.01","0","No","0","No","https://www.tiktok.com/@errydea"
"=""7643071139748971284""","=""7578164849252910081""","i.dkman1","四不像","ayyalahmakjang,aku ke mesjid tadi baru masuk ketemu orang bawa cok sambung,selimut,handuk,perlengkapan mandi ntah apa apa ajalah,kayak ngungsi jir💔","23/5/2026, 19.59.53","0","No","0","No","https://www.tiktok.com/@i.dkman1"
"=""7643068172656198416""","=""6720969189136647169""","queenmedusa2410","Medusa","masih mati nyala. bergilir. br juga balik medan, uda dikasih surprise sebesar iniiiii😭😭😭","23/5/2026, 19.48.11","0","No","0","No","https://www.tiktok.com/@queenmedusa2410"
"=""7643064929805058824""","=""7611529709076120597""","rarax_ixn","꧁⎝ 𓆩Aaron𓆪 ⎠꧂","[Stiker] kang galon lagi dapat uang dadakan","23/5/2026, 19.35.35","0","No","0","No","https://www.tiktok.com/@rarax_ixn"
"=""7643064216143872789""","=""7345604826082362370""","susan53804","B","di pakam baru idup😭dari kemaren dah lebih 24jam 😏","23/5/2026, 19.32.55","0","No","0","No","https://www.tiktok.com/@susan53804"
"=""7643064072086258453""","=""7618697998642103312""","fans.timnas22","YAN_footbal","Woi PLN ini di daerah ku listrik sudah hidup kenapa arus listriknya belum stabil
B. U. J. A. N. G🤬","23/5/2026, 19.32.19","0","No","0","No","https://www.tiktok.com/@fans.timnas22"
"=""7643060501920105234""","=""7021876627814892545""","queenyapss","queenyapss","nongkrong di warung mie aceh biar ngecas hp😭😭","23/5/2026, 19.18.24","0","No","0","No","https://www.tiktok.com/@queenyapss"
"=""7643058685535666960""","=""7052190585520456705""","bocil8545","Borsin💋","PKU juga anj kek gitu 😭","23/5/2026, 19.11.25","0","No","0","No","https://www.tiktok.com/@bocil8545"
"=""7643055889138893588""","=""6723536799849710593""","soovviii","sopoy","ud idub lampu kn we, air kmi mati.. kn kim..","23/5/2026, 19.00.41","0","No","0","No","https://www.tiktok.com/@soovviii"
"=""7643055234935882516""","=""7493934932408157191""","shtt_20","capyybayaaaaaa","smpe skrg blm idup cokkk udh 24 jam","23/5/2026, 18.58.16","0","No","0","No","https://www.tiktok.com/@shtt_20"
"=""7643055089980195592""","=""7615974757955257352""","princesnana89","Princess Nana ♒ girls","Medan nih Boss ku😂😂😂 slalu buat sensasi yang menyenangkan😂😂😂😂","23/5/2026, 18.57.25","0","No","0","No","https://www.tiktok.com/@princesnana89"
"=""7643053736915141394""","=""7381123319527605265""","norinaratama","you","[Stiker] mati sampe sinyal' nya","23/5/2026, 18.52.11","0","No","0","No","https://www.tiktok.com/@norinaratama"
"=""7643053458056266504""","=""7489111918704198664""","istrisehunnn_","diam","mati nya beda2😭","23/5/2026, 18.51.04","0","No","0","No","https://www.tiktok.com/@istrisehunnn_"
"=""7643051645459677970""","=""7083686018721891354""","chaaaaaha43","Chaaa","Paling pecah nya ada yang nge blender di ATM 😭","23/5/2026, 18.44.08","0","No","0","No","https://www.tiktok.com/@chaaaaaha43"
"=""7643051243116708615""","=""6738789748015399938""","nurfauziahtarg","Nur Fauziah🦋","tim yg jam 5 sore tadi baru hidup lama kali wee mana punya bayiii wweeehh, menyala ibu gen z","23/5/2026, 18.42.32","0","No","0","No","https://www.tiktok.com/@nurfauziahtarg"
"=""7643049924238951175""","=""7528286593099711495""","yuanda804","yolanda","sumatraa sumatra😂","23/5/2026, 18.37.26","0","No","0","No","https://www.tiktok.com/@yuanda804"
"=""7643049687829988117""","=""7094516393027142657""","ms.emms2","Ms.Emms","GK becus lagi pln ini mati lagi loh","23/5/2026, 18.36.35","0","No","0","No","https://www.tiktok.com/@ms.emms2"
"=""7643049493312389908""","=""7465669468799648784""","sec_anggunshn","secanggunshn","gara' mati lampu ini ga mandi cuman sikat gigi, cuci muka, cebok udh , trus keliling' nyari casan yg make gengset","23/5/2026, 18.35.45","0","No","0","No","https://www.tiktok.com/@sec_anggunshn"
"=""7643048100042638101""","=""6968812638893687809""","anothersideofy","🐻💫🫧","marelan pasar 5 rilll ini 24 jam mati terus gaada hidup samsek","23/5/2026, 18.30.20","0","No","0","No","https://www.tiktok.com/@anothersideofy"
"=""7643041755050951425""","=""7098364099893773313""","dilatarigan48","Hi, ini Dilaa","DIRUMAHKU BARU HIDUP BUJANGGGGG,KIMAK NYA MARENDAL😭😭😭😭😭😭","23/5/2026, 18.05.43","0","No","0","No","https://www.tiktok.com/@dilatarigan48"
"=""7643039708058911506""","=""6962808302158038017""","micaias907","Micaias","lappet kali bah, berkuah orang di tarok nya tidur tadi malam","23/5/2026, 17.57.50","0","No","0","No","https://www.tiktok.com/@micaias907"
