"Comment ID","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7643081163900420871""","=""6925287428392338434""","pradisaptr","pradisaptr","Satu lagi, Macet dimana mana 😭","23/5/2026, 20.38.34","2","No","0","No","https://www.tiktok.com/@pradisaptr"
"=""7642977073883513620""","=""7072361189515641883""","im236_","𝕽𝖗","PLN Sedang Memperebutkan Piala bergilir jadi kemungkinan besar akan berlangsung sampai tgl 25 mei 2026🥱","23/5/2026, 13.54.46","1","No","0","No","https://www.tiktok.com/@im236_"
"=""7642893827145925397""","=""7508986977666352135""","cempakasarilusianna","ana","wee baru hidup lampu tempat ku semoga ga mati lagi 🥰","23/5/2026, 08.31.58","2","No","0","No","https://www.tiktok.com/@cempakasarilusianna"
"=""7643118292367147794""","=""7231515960661410834""","irmapulungan6","irma Pulungan","🤣🤣","23/5/2026, 23.02.44","0","No","0","No","https://www.tiktok.com/@irmapulungan6"
"=""7643076784549004053""","=""7190709125839553563""","karinarevy3","Ningsih","diangkat juga masuk dalam lagi lama kali mati lampunya is gila","23/5/2026, 20.21.40","0","No","0","No","https://www.tiktok.com/@karinarevy3"
"=""7643073291335729940""","=""6982790139450049538""","matchaalanyabanyak","matchaalanyabanyak","[Stiker] aku sampai buat perapian seperti manusia purba kala","23/5/2026, 20.08.11","1","No","0","No","https://www.tiktok.com/@matchaalanyabanyak"
"=""7643087692847809300""","=""6959021518928233473""","stwbrryou","r","war ngecas di mcd😔😔","23/5/2026, 21.04.05","0","No","0","No","https://www.tiktok.com/@stwbrryou"
"=""7643086138899743509""","=""6835103259808711682""","ayaadiv","ayaaa⭐️","awak la yg bawa cok sambung tu","23/5/2026, 20.57.57","0","No","0","No","https://www.tiktok.com/@ayaadiv"
"=""7643091455717196564""","=""7318403478190064646""","hasian8888","hasian","hikmanya adalah bisa tidur berjejer kayak ikan rebus biasanya da sibuk masuk kamar masing"" trus yang biasanya duduk bersama tapi sibuk ke hp masing"" setelah mati lampu duduk sambil cerita"" tanpa hp 🤣🤣 moment si itu jadinya","23/5/2026, 21.18.44","0","No","0","No","https://www.tiktok.com/@hasian8888"
"=""7643289770953245458""","=""7211961772008637467""","ptr.rchmdn_",".","[Stiker] aku gk tim apa apa, krn pagi” udah hidup lampu","24/5/2026, 10.08.08","0","No","0","No","https://www.tiktok.com/@ptr.rchmdn_"
"=""7643093724524086036""","=""6891515299661890562""","farizokaalazizsanur","FARIZ OKA AL AZIZ SANUR","nyari es batu susahna bukan maen🤣","23/5/2026, 21.27.18","0","No","0","No","https://www.tiktok.com/@farizokaalazizsanur"
"=""7643110536901411604""","=""7570282826463101960""","kopetalam0","kopet alam","lu gak tau tadi kan ada orang pesta dia datang dengan santainya ngcas mobil listrik pakai gingshet","23/5/2026, 22.32.39","1","No","0","No","https://www.tiktok.com/@kopetalam0"
"=""7643008301207634696""","=""7005386118301303810""","dik4itsokey","d.","koncet gra' mati lampu, ga ikot praktek aku, dsruh ngulang sem 4😭","23/5/2026, 15.55.59","1","No","0","No","https://www.tiktok.com/@dik4itsokey"
"=""7643151443726746369""","=""7177324846232552475""","ayow455","Bu ayuw 🧁","Tdi waktu lewat ada yg bilang juga “yeeyyy kak,bisa mandi”😭","24/5/2026, 01.11.51","0","No","0","No","https://www.tiktok.com/@ayow455"
"=""7643074912680198933""","=""7506482929939186709""","blues_ea","￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴","baru idup lek, kek tinggal di jaman purba kala betol tadi","23/5/2026, 20.14.22","0","No","0","No","https://www.tiktok.com/@blues_ea"
"=""7643069523163939591""","=""6851744396623840257""","_asyraf64","Mbak Ndut","tempatku mati lampu jam 18.44 hidup lampu jam 21.59 tempat kalian berapa jam matinya weh ko sampe begini😭
btw daerahku dah biasa PLN mati lampu sampe 4/6jam","23/5/2026, 19.53.29","0","No","0","No","https://www.tiktok.com/@_asyraf64"
"=""7642892256404882197""","=""6915544297178301442""","ayyu3999","Mom Fadia","Kami di Johor jam 06:40 hidup, mati jam 18:52 12jam tanpa listrik tidur pun berkuah","23/5/2026, 08.25.56","1","No","0","No","https://www.tiktok.com/@ayyu3999"
"=""7643123678342972168""","=""7632704433567499285""","zibyaaa_","byaa","disini spbu ga buka anjir😭","23/5/2026, 23.23.33","3","No","0","No","https://www.tiktok.com/@zibyaaa_"
"=""7643091473538532117""","=""7412185697089897478""","_peachluvv","Ppeachluv","Ngakak","23/5/2026, 21.18.47","0","No","0","No","https://www.tiktok.com/@_peachluvv"
"=""7642937606507021073""","=""7095931528560083969""","rissinii","mars","asli la baru idup di daerah awak","23/5/2026, 11.21.38","1","No","0","No","https://www.tiktok.com/@rissinii"
"=""7643032456841511700""","=""71725470591""","ucancallme.ale","ale","bru idup cok wkwkwk","23/5/2026, 17.29.44","2","No","0","No","https://www.tiktok.com/@ucancallme.ale"
"=""7643125850757612296""","=""7389912220136195078""","shafna.chairunnisa","Shafna Chairunnisa","Berasa hidup d jaman dlu gak sih, gk bsa nonton tv, gak bsa main hp krn lowbat, gdk sinyal, semua rumah gdk lampu ada nya lilin 😩","23/5/2026, 23.31.59","1","No","0","No","https://www.tiktok.com/@shafna.chairunnisa"
"=""7643077457483301653""","=""7623356510189716501""","qilla.ankmedan","qilla⋆˚𝜗𝜚˚⋆","kakk udah kak pening aku ni","23/5/2026, 20.24.21","2","No","0","No","https://www.tiktok.com/@qilla.ankmedan"
"=""7642940762405815047""","=""6958298697932260353""","mochalatte_23","💗💐✨💌🧚","aku di jalan nangis"" gaada jaringan kos an dah kek rumah hantu","23/5/2026, 11.33.52","0","No","0","No","https://www.tiktok.com/@mochalatte_23"
"=""7643064017116218113""","=""7552077163466589200""","kampunkk8",".khampunkk.","anak wifi apa kabar?","23/5/2026, 19.32.08","0","No","0","No","https://www.tiktok.com/@kampunkk8"
"=""7643050341542413077""","=""7027455985749476379""","dann__.22","D","lah kami numpang cas HP di indomaret lagi😭😂","23/5/2026, 18.39.01","0","No","0","No","https://www.tiktok.com/@dann__.22"
"=""7643057331709870855""","=""7186167825903010842""","itsmerula","itsmerula","sampe sekarang rumah kawanku masih mati lampu sedangkan kost ku dari pagi udah idup lampu, padahal kami sama-sama di ranto","23/5/2026, 19.06.04","0","No","0","No","https://www.tiktok.com/@itsmerula"
"=""7642985706788406036""","=""7625314556809675797""","da7_lovers884","St4rlight✨🌟","aku jam 3 sampai jam 4 malam masih nyari hotel tapi udh full semua😭😭😭","23/5/2026, 14.28.18","1","No","0","No","https://www.tiktok.com/@da7_lovers884"
"=""7642898061770097409""","=""6784306587454473217""","taavirgirl09",";Taa🦋","ishh sumpah, tadi malam sempat kepikiran mau pindah tidur ke hotel sama suami. ternyata di daerah rumah ku udh hidup listrik, yasudah gk jadi pindah alhamdulillah😭","23/5/2026, 08.48.39","1","No","0","No","https://www.tiktok.com/@taavirgirl09"
"=""7642912180140049170""","=""7110977988439639041""","alexxander2007","Alexxander.lxx","Baru hidup ah sini","23/5/2026, 09.42.50","1","No","0","No","https://www.tiktok.com/@alexxander2007"
"=""7642946604278186772""","=""7594902210749498389""","ryan37530","ryan","lah aku pada tempat ku ngantri belik air","23/5/2026, 11.56.36","1","No","0","No","https://www.tiktok.com/@ryan37530"
"=""7643055999369609992""","=""7365927055986344966""","cemewww_1","dnshh","MUAK KALI AKU TINGGAL DI SINI","23/5/2026, 19.01.04","0","No","0","No","https://www.tiktok.com/@cemewww_1"
"=""7643079097883968276""","=""7091648984435033089""","apri_annisa","apri_annisa✌️","udah hidup lampu nya","23/5/2026, 20.30.44","0","No","0","No","https://www.tiktok.com/@apri_annisa"
"=""7643092618466132756""","=""7325682639544288261""","jennaaaa927","jannah","bawa galon kemana mana","23/5/2026, 21.23.15","0","No","0","No","https://www.tiktok.com/@jennaaaa927"
"=""7643051627444224788""","=""7035608950516466714""","bukgab3","Rotua Lusianti Panggabean","Tempat ku belum hidup dari semalam","23/5/2026, 18.44.15","0","No","0","No","https://www.tiktok.com/@bukgab3"
"=""7643098383704802069""","=""7254820327346160642""","seanurtt","່uknown","gusy waspada katanya sampe tanggal 25 mei mati lampuu","23/5/2026, 21.50.47","1","No","0","No","https://www.tiktok.com/@seanurtt"
"=""7642885332623328008""","=""7180910561751155714""","ollajovankha4","Olla kha","Kami rela beli bensin 7 botol untuk ginset eh lampunya udah hidup bensinnya datang 😂","23/5/2026, 07.58.49","1","No","0","No","https://www.tiktok.com/@ollajovankha4"
"=""7642964988281291528""","=""7332130006779249670""","raaa.427","raaa.427","gak banjir
gak mati lampu ada terus kerandoman medan nih😭","23/5/2026, 13.07.47","4","No","0","No","https://www.tiktok.com/@raaa.427"
"=""7643095365856641813""","=""6588789139742998530""","nynaaz","nyna","di tempat ku gara-gara mati lampu satu desa mandi sungai😭 kebetulan emang di tempat ku sungainya baru aja di jadiin tempat wisata, akhirnya pada cekikikan pas ketemu banyak tetangga di sungai😭","23/5/2026, 21.37.06","0","No","0","No","https://www.tiktok.com/@nynaaz"
"=""7642898887221789448""","=""7338813615102821382""","firaa0296","firaa0296","Kyk aku bawa cok sambung 😭😭😭 😂","23/5/2026, 08.51.27","2","No","0","No","https://www.tiktok.com/@firaa0296"
"=""7643003579859616533""","=""7539819651062318096""","icaquuen75","fayeliona97","gara gara mati lampu ini kami sekeluarga tidur di luar anjir😏","23/5/2026, 15.37.42","3","No","0","No","https://www.tiktok.com/@icaquuen75"
"=""7642948687929148176""","=""7389092555114628102""","panolalaa","Vanya","kak +1 lagi genset mendadak sold out😭🤣","23/5/2026, 12.04.54","2","Yes","0","No","https://www.tiktok.com/@panolalaa"
"=""7643032592698639121""","=""6947446635052762113""","nsmau4","ninii","iyaa njir asli, bosen gatau mau ngapain², air ga adaaa, jaringan ga ada, burit emang😭😭😭😭😭","23/5/2026, 17.30.08","1","No","0","No","https://www.tiktok.com/@nsmau4"
"=""7643143504361931541""","=""7511701832889418772""","user020210050629","￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴","[Stiker] yg blender cabe mana? ketinggalan😭","24/5/2026, 00.40.48","1","No","0","No","https://www.tiktok.com/@user020210050629"
"=""7643039006263952144""","=""6843810724221879297""","dikysembiringg","Dikysembiring","Berastagi sekitar udh hidup we dari jam 5 subuh tadi 😂😂😂","23/5/2026, 17.55.03","0","No","0","No","https://www.tiktok.com/@dikysembiringg"
"=""7643038629002740501""","=""7243261358686290951""","puding_matchaa","🐾","kok Kelen dah pada idop lampu nya, lampu ku dari Jum'at ga idop idop","23/5/2026, 17.53.41","0","No","0","No","https://www.tiktok.com/@puding_matchaa"
"=""7643043798780216081""","=""7120775020708742170""","adaaradisinilohh","TaraMrp._","aku baru aja balik mandi dari spbu malah idup wkwkw","23/5/2026, 18.13.53","0","No","0","No","https://www.tiktok.com/@adaaradisinilohh"
"=""7643042342916096788""","=""6951455957206123521""","agathaa.168","agataanamanya.","batangkuis city uda idup dari jam 3 pagi loh ya","23/5/2026, 18.08.05","0","No","0","No","https://www.tiktok.com/@agathaa.168"
"=""7643023966068818689""","=""7204702748124857346""","shindy_sinaga","nayyshintya","Woelah dmna lgi aku ngungsi mau colok hp sama ada wifi weii siantar info","23/5/2026, 16.56.43","0","No","0","No","https://www.tiktok.com/@shindy_sinaga"
"=""7642925347411886868""","=""6818012541077242882""","nhxyt_","badut mekdi","kocokk balek kerja jam 10 kirain enak jalan ternyata macet ajgg lampu merah mati 😭😭😭😭","23/5/2026, 10.34.00","1","No","0","No","https://www.tiktok.com/@nhxyt_"
"=""7643082571421254408""","=""6530429943317479426""",".cafe_sin_azucar","KopiTanpaGula😉","belom liat org ngantri isi galon air😂😂😂","23/5/2026, 20.44.03","0","No","0","No","https://www.tiktok.com/@.cafe_sin_azucar"
"=""7643075524281795336""","=""6957271143364396033""","anakorangggwoyyy","<kepo aja>#","jen settt","23/5/2026, 20.16.43","0","No","0","No","https://www.tiktok.com/@anakorangggwoyyy"
"=""7643104305347773205""","=""7155119018596123675""","miss.kamil","Pocut Kamil","Welcome to club guys. Kami yg di aceh sudah merasakannya part 1 skrg sambung part 2😭🙏🏻","23/5/2026, 22.08.27","0","No","0","No","https://www.tiktok.com/@miss.kamil"
"=""7643056635891499794""","=""7639318649862571026""","wulandari.595","Wulandari 595","ini yang ku tunggu tunggu pasti ada POV nya😭","23/5/2026, 19.03.23","0","No","0","No","https://www.tiktok.com/@wulandari.595"
"=""7643046845916316423""","=""7213387205406278683""","drunkeynn","ney","Sampek tidur di teras atas rumahku dibikin mati lampu ini bah 😭","23/5/2026, 18.25.25","0","No","0","No","https://www.tiktok.com/@drunkeynn"
"=""7643044111243936519""","=""7042862725848269825""","apalahhhjir","na","kemarin banjir sekarang mati lampu☺","23/5/2026, 18.14.52","0","No","0","No","https://www.tiktok.com/@apalahhhjir"
"=""7642879400316879623""","=""7460118089410315281""","ciia1711","cii","d tmptku bru idup pagi ini jam 07.12 tdii😭😭🤣","23/5/2026, 07.35.47","2","No","0","No","https://www.tiktok.com/@ciia1711"
"=""7643000238488584977""","=""6806277281217414146""","rssaloav","risya","pls iya hotel smpe full ga kebagian hotel manapun, seru si😭😭😭😭","23/5/2026, 15.24.38","1","No","0","No","https://www.tiktok.com/@rssaloav"
"=""7642903102849450772""","=""7226058475108582427""","windyelyssandraaa","heartless.","alhamdulillah idup wee","23/5/2026, 09.08.02","3","No","0","No","https://www.tiktok.com/@windyelyssandraaa"
"=""7642969679011103509""","=""7607736648412087316""","anak.maniss89","anak maniss","baru hidup ni kak tmpt ku","23/5/2026, 13.26.06","1","No","0","No","https://www.tiktok.com/@anak.maniss89"
"=""7642887791022293780""","=""6846261577169093633""","iibennnnn","ibenu","Hotel penuh semua 😭","23/5/2026, 08.08.39","1","No","0","No","https://www.tiktok.com/@iibennnnn"
"=""7642982595361342215""","=""71282734391""","shecutiesss","𝖓𝖆𐙚","admin marketing online pusing mikir cari listrik + jaringan😭","23/5/2026, 14.16.04","1","No","0","No","https://www.tiktok.com/@shecutiesss"
"=""7643102586694238996""","=""7624118567055131656""","fastwind86","FASTWIND","Oalah kak kak kami sekeluarga udh tidur di joglo depan rumah untung udh idup","23/5/2026, 22.01.48","0","No","0","No","https://www.tiktok.com/@fastwind86"
"=""7642963357914792724""","=""7565564368336602133""","kayinnnn112","skyblue","menyala umsu kuuu","23/5/2026, 13.01.35","1","No","0","No","https://www.tiktok.com/@kayinnnn112"
"=""7643007503857632017""","=""7161442771756008449""","ivona_81","VloveShpe","ini lampu mati lagi dari jam 12 tadi sampe skrg ga hidup, yaampun kalau mau mati lagi tolonglah dikabarin kasih info jam jam berapa aja lampu mau dimatiin biar gua bisa isi batre hp full","23/5/2026, 15.52.49","0","No","0","No","https://www.tiktok.com/@ivona_81"
"=""7643021891100164882""","=""7639302564446602248""","ndynla1","laa","gara-gara mati lampu kereta ku ku buat cas hp 😭😭😭","23/5/2026, 16.48.39","0","No","0","No","https://www.tiktok.com/@ndynla1"
"=""7642917305840173841""","=""6832505214227842050""","prettyz_zil","me","udah mati lampu tinggal dibelawan beh ga ada jaringan😭","23/5/2026, 10.03.02","0","No","0","No","https://www.tiktok.com/@prettyz_zil"
"=""7642935155640402708""","=""7640901588828423169""","dwtsrr","Ada saya","Baru hidup di tuntungan","23/5/2026, 11.12.13","0","No","0","No","https://www.tiktok.com/@dwtsrr"
"=""7643012017812439815""","=""7028616257922860034""","noviantisari782","noviantisari782","Tanjungbale jam 3 subuh we idup","23/5/2026, 16.10.15","0","No","0","No","https://www.tiktok.com/@noviantisari782"
"=""7643008264696267527""","=""7572070073185076231""","iniakunasa_","Asa22","di jambi juga sama , di jalan tadi malam rame banget orang orang pada keluar semua udah kayak tahun baru aja","23/5/2026, 15.55.44","0","No","0","No","https://www.tiktok.com/@iniakunasa_"
"=""7643021865787769618""","=""6917018921393521665""","arianto_tl","Ari@ntoTL","udh hidup lampu disini","23/5/2026, 16.48.35","0","No","0","No","https://www.tiktok.com/@arianto_tl"
"=""7642978207746048789""","=""7186451234512077851""","mozzaa_abuabu","mozza","alhamdulilah diletsu cuma 5 jam.mati stgh 7 hidup lampunya jam 12 malam.","23/5/2026, 13.59.11","0","No","0","No","https://www.tiktok.com/@mozzaa_abuabu"
"=""7643010375382729492""","=""6542264721479188481""","ank_mommy_n","Imiii🐻🐻","Para orgtua:”kelen bru shari,byngin dizaman mamak sama ayah kyk gini tiap hari dulu,pkek lampu teplok,gdk hp,jlnan udh sunyi pdhl masih abis isya” DHLA GKBSA NGELUH AKU WAKK🗿","23/5/2026, 16.04.04","0","No","0","No","https://www.tiktok.com/@ank_mommy_n"
"=""7643065577338602258""","=""6958368894538236933""","rossaazzahraaa","ocha🩷","umsu ku the best😭","23/5/2026, 19.38.07","0","No","0","No","https://www.tiktok.com/@rossaazzahraaa"
"=""7643010776214717191""","=""7597390181986436104""","cinta59152","cinta","baru idop woyy","23/5/2026, 16.05.29","0","No","0","No","https://www.tiktok.com/@cinta59152"
"=""7643013552748741377""","=""6912043141600396289""","laurindah_196","Laurindah_96","udh dbilang ini medan.. banjir aja kaga trauma apa lagi cuma mati lampu masih bisa mejeng awak di cafe","23/5/2026, 16.16.18","0","No","0","No","https://www.tiktok.com/@laurindah_196"
"=""7643020264657240848""","=""7588463542862627858""","wzgybonplnmjuwsvjpkpkdwc","TereBorneng S.Tr.Tra🧚‍♀️","gara""smlm mati lampu smpai skrg blm hidup,kmi nginap dihotel sekelurga njay gara""panas gada jaringan","23/5/2026, 16.42.24","0","No","0","No","https://www.tiktok.com/@wzgybonplnmjuwsvjpkpkdwc"
"=""7642914740595884820""","=""7298015315693913093""","harmayliz","harmaylis","ada lagi , warkop matikan lampu ' udah tau Dy banyakan yg nongkrong minumnya teh manis 😂 😂","23/5/2026, 09.53.03","1","No","0","No","https://www.tiktok.com/@harmayliz"
"=""7642882756292330241""","=""6852543258721207297""","intankarinabanurea","chocootan🍫","dikamar panas kali coo😭🙏🏻","23/5/2026, 07.48.43","1","No","0","No","https://www.tiktok.com/@intankarinabanurea"
"=""7643106157611860744""","=""7632315159294149633""","rastii5692","Rastii","banyak kali cobaan Medan niee ahhh herann😭😭","23/5/2026, 22.15.31","1","No","0","No","https://www.tiktok.com/@rastii5692"
"=""7642986547701351185""","=""6995302499667231770""","yeni_puspita16","Yeni Puspita","tadi malam kota medan rasa di aceh saat mati lampu bulan desember lalu🗿🗿","23/5/2026, 14.31.32","1","No","0","No","https://www.tiktok.com/@yeni_puspita16"
"=""7643029313688994581""","=""6840326531006530561""","user_084628915","Loss","servis malam hari🗿","23/5/2026, 17.17.37","1","No","0","No","https://www.tiktok.com/@user_084628915"
"=""7643058357129380615""","=""7156937151246222337""","dvnne_","divi","kisah lama terulang jirrr lah","23/5/2026, 19.10.09","0","No","0","No","https://www.tiktok.com/@dvnne_"
"=""7642968684365366024""","=""7028930948294558722""","karetsijeruk","K.","baru idop woi astagaaa panas kali","23/5/2026, 13.22.06","1","No","0","No","https://www.tiktok.com/@karetsijeruk"
"=""7643048491409900308""","=""6851938447259796482""","ditolak_usu.2021","mons","tempat kalian kok mati listriknya, kami di Lampung aman kok😁","23/5/2026, 18.31.58","0","No","0","No","https://www.tiktok.com/@ditolak_usu.2021"
"=""7643013677108806420""","=""7249260168957182977""","cahayamalam8121","nurlaylanms18","Kami termasuk yg ngantri di SPBU vidio pertama kak😂","23/5/2026, 16.16.49","0","No","0","No","https://www.tiktok.com/@cahayamalam8121"
"=""7643055056547332884""","=""7307642063775925253""","www.walid45","Count talk the gank","titi papan Gatot Subroto jam setengah 1 mlm hidup","23/5/2026, 18.57.20","0","No","0","No","https://www.tiktok.com/@www.walid45"
"=""7643120150053290760""","=""6858985439454512129""","hikayuuu14","cimoryhazelnut_","di tempat ku org"" bawa gayungg
nasib anak kost 😭😭","23/5/2026, 23.09.58","0","No","0","No","https://www.tiktok.com/@hikayuuu14"
"=""7643103512227267348""","=""6592544931948494854""","dinaacun106","PearlOfBeauty","ih tau gtu nginep diumsu aku smlm","23/5/2026, 22.05.44","0","No","0","No","https://www.tiktok.com/@dinaacun106"
"=""7643270289580999432""","=""7364975567626241029""","ameliyaptr14","Alya🦋🦋","kemana mana orang bawa cok sambung 😭","24/5/2026, 08.52.31","0","No","0","No","https://www.tiktok.com/@ameliyaptr14"
"=""7643016365665862420""","=""7331036325619155973""","merida_0406","saaa","pulang kerja mau mesen grab gak ada sinyal😇","23/5/2026, 16.27.14","1","No","0","No","https://www.tiktok.com/@merida_0406"
"=""7643038228836385557""","=""7226223255127196699""","anak_hok","ucup lalla","di Polonia udah tadi jam 2 nyala bentar lagi katanya mati lampu siap maghrib siap"" ni baterai HP full","23/5/2026, 17.52.06","0","No","0","No","https://www.tiktok.com/@anak_hok"
"=""7643025812094944021""","=""6986477333877212162""","sukahatimu50","niccc🦦","beruntung nya diumsu bisa charger hp sampe full+ngadem dikelas kosong 😭😭","23/5/2026, 17.04.01","0","No","0","No","https://www.tiktok.com/@sukahatimu50"
"=""7642924521212920577""","=""7474982670830404609""","lilissuriany6","♉TAURUS♉","baru aja kejadian semalam.
ehh udh fyp aja yaa..","23/5/2026, 10.31.01","1","No","0","No","https://www.tiktok.com/@lilissuriany6"
"=""7643022898529125128""","=""7466501816483496977""","glamourst00","🦋","Baru smlm udah ada aja core nyaa😂","23/5/2026, 16.52.28","1","No","0","No","https://www.tiktok.com/@glamourst00"
"=""7642913370534478612""","=""7222280656385508370""","vivi27s","mel","bru jg td mlm mti lmpu dh bnyk aj kjadian core ny😭","23/5/2026, 09.47.41","1","No","0","No","https://www.tiktok.com/@vivi27s"
"=""7643008061636231943""","=""6789402312168571906""","sqiya_qiya","qiyaaa's","part 2 ? part 1 aja belum nyala 😭😭","23/5/2026, 15.54.58","0","No","0","No","https://www.tiktok.com/@sqiya_qiya"
"=""7642931113908765461""","=""6607376299138744321""","amiutami95","@tami","Binjai udh idup wooyyyy","23/5/2026, 10.56.31","1","No","0","No","https://www.tiktok.com/@amiutami95"
"=""7643115928859001601""","=""7289976717942277127""","lvnaria3","Naria","Siapa disini yg kerja di Cafe kayak aku??
Ya ampunnn Rameee pake bangett, mau kencing pun gak sempat
😞😞","23/5/2026, 22.53.43","0","No","0","No","https://www.tiktok.com/@lvnaria3"
"=""7643131317819212545""","=""7276241829435032582""","0hoony_bbang","Liaa🍀","banyak kali disini yg betulin genset😭","23/5/2026, 23.53.23","0","No","0","No","https://www.tiktok.com/@0hoony_bbang"
"=""7643109967902786312""","=""7183048019247121410""","ipankivolz","◌⑅⃝●♡𝙂𝙨𝙠𝙮_𝙃𝙤𝙡𝙞𝙘♡●⑅⃝◌","kelen mau tau we mamak ku cas hp di kereta teros kereta nya di hidupin aja rusak we emang laen mamak ku itu","23/5/2026, 22.30.27","0","No","0","No","https://www.tiktok.com/@ipankivolz"
"=""7642987025046340360""","=""7614190098883904519""","_bluegirls_1","🦋","klen tinggalin warkop kesayangan","23/5/2026, 14.33.24","1","No","0","No","https://www.tiktok.com/@_bluegirls_1"
"=""7643053957728781064""","=""6747066905759269889""","saharaaintan","saa","kami lagi makan :","23/5/2026, 18.53.04","0","No","0","No","https://www.tiktok.com/@saharaaintan"
"=""7643113069086819093""","=""7636238119981548565""","kicau.mania4838","kicau mania","ampunnn lahh, baru balek kerja malam, mana mau mandi paksa la pake lampu kereta biar terang😭🗿","23/5/2026, 22.42.32","0","No","0","No","https://www.tiktok.com/@kicau.mania4838"
"=""7642907487612420872""","=""7178538190872691718""","xyzrolin","Urluvv><Jsh💟.","perumahan ku gelap total 😭😭😭","23/5/2026, 09.33.23","1","No","0","No","https://www.tiktok.com/@xyzrolin"
"=""7643175204675961608""","=""73294339647""","ww.ngapain","salwaa","emng menyala kali umcu kita itu kak🥰","24/5/2026, 02.43.36","0","No","0","No","https://www.tiktok.com/@ww.ngapain"
"=""7643100605759095559""","=""6963166116742988801""",".san_8828","sann","eeee jangan lah klen ramekan itu spbu,nntik kek kemaren pulak,gk dapat awak ngisi minyak,gk kerja awak nntik😭","23/5/2026, 21.54.04","0","No","0","No","https://www.tiktok.com/@.san_8828"
"=""7643103988220838663""","=""7577398343170376722""","ambartera","apa katanya?","heran kali, yg padam listrik, yg rame galon","23/5/2026, 22.10.21","0","No","0","No","https://www.tiktok.com/@ambartera"
"=""7643101111007838983""","=""7628539973918393364""","laoly_beddy","V1️⃣I4️⃣R0️⃣G1️⃣O1️⃣","cek in pula ya😂","23/5/2026, 21.55.58","0","No","0","No","https://www.tiktok.com/@laoly_beddy"
"=""7642970219350311697""","=""6942854388319372289""","bigail88_","Hara_","ngumban Surbakti baru hidup jam 7 pagi..
pas 12 jam","23/5/2026, 13.28.06","1","No","0","No","https://www.tiktok.com/@bigail88_"
"=""7643026325328855815""","=""7161753401481577473""","viantiia","Vii","mabar hilir baru hidup lampu wuahhh","23/5/2026, 17.05.57","0","No","0","No","https://www.tiktok.com/@viantiia"
"=""7643071390052729620""","=""7346570677845853190""","sabrinaagustien","sabrinagustien","desa sama kota sama aja 🤣","23/5/2026, 20.04.38","0","No","0","No","https://www.tiktok.com/@sabrinaagustien"
"=""7643031147773690645""","=""7161559846981927937""","nontoxic60","LibraGirl♎️","Mertuaku nyuci ke sunge wee gegara mati lampu😌😂😂","23/5/2026, 17.24.33","0","No","0","No","https://www.tiktok.com/@nontoxic60"
"=""7643062810705314580""","=""6801802879869191170""","carrinmlk","Carrinmlk","kayak ngalahin suasana lebaran loh we😭😭","23/5/2026, 19.27.36","0","No","0","No","https://www.tiktok.com/@carrinmlk"
"=""7643122337152484116""","=""7553542196479525908""","kuro_kentang","kuro plenger🫪","untuk ada Alfamidi 24jam jadi bisa nongkrong sama kasir nya di dalam🗿😹","23/5/2026, 23.18.33","0","No","0","No","https://www.tiktok.com/@kuro_kentang"
"=""7642946973301752577""","=""6940493985257440257""","dytoer13","dyess","td mlm tdur kyk di okup trus tema gelap2an","23/5/2026, 11.57.58","1","No","0","No","https://www.tiktok.com/@dytoer13"
"=""7642871192329061140""","=""6959105364948288517""","fola_aja","Fola_","baru hidup lampu nya KK","23/5/2026, 07.04.22","1","No","0","No","https://www.tiktok.com/@fola_aja"
"=""7643044236056806160""","=""7122367248664790043""","peachzyaa","ziii","sampe sekarang blom ada jaringan 😭 macam balek ke jaman purba awak 😭","23/5/2026, 18.15.34","0","No","0","No","https://www.tiktok.com/@peachzyaa"
"=""7643080175178220304""","=""7039905559546315802""","tarigan_official","Ronaldo Gersang","gabut x yang check-in itu ya 🗿","23/5/2026, 20.34.48","0","No","0","No","https://www.tiktok.com/@tarigan_official"
"=""7643046197729968916""","=""72765273141""","br.pangaribuan17","@desinatalya96","Perumnas simalingkar hidup di jam 17. 30","23/5/2026, 18.23.11","0","No","0","No","https://www.tiktok.com/@br.pangaribuan17"
"=""7642894910220272392""","=""6870737046966207489""","virgoo_295","ara05","semua hotel di kotaku penuhhh😭😭 mulai dari tg mahal smpe ke yg murah","23/5/2026, 08.35.57","1","No","0","No","https://www.tiktok.com/@virgoo_295"
"=""7642936963217687314""","=""6590552366457602050""","putriianii11","Putriianii","di tempat ku dari jam 7malam sampe sekarang gak ada tanda² hidup lampu","23/5/2026, 11.19.03","1","No","0","No","https://www.tiktok.com/@putriianii11"
"=""7642954335308022549""","=""7110888076348015617""","al.naufal11","al.naufal","dah idop woi","23/5/2026, 12.26.42","1","No","0","No","https://www.tiktok.com/@al.naufal11"
"=""7643056548855612180""","=""7403227294628742150""","ercsiell","rii","tadi malam nyari nyari warkop sambil bawa cok sambung untuk ngecas sekeluarga cok😭","23/5/2026, 19.03.06","0","No","0","No","https://www.tiktok.com/@ercsiell"
